AmenityUsageID,UsageDate,UsageDay,DateKey,Year,Month,MonthName,Quarter,DayName,IsoDayOfWeek,IsWeekend,IsHoliday,IsBusinessDay,DACCustomerMembershipID,CustomerID,MembershipID,MembershipActiveIND,EmployeeIND,JoinDate,RenewalDate,AmenityID,AmenityName,AmenityCategory
461,2025-12-06 14:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,8,42,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
462,2025-12-08 11:20:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
463,2025-12-10 15:30:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
464,2025-12-03 12:00:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
465,2025-12-05 16:20:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,8,42,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
466,2025-12-07 09:50:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,8,42,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
467,2025-12-02 13:45:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
468,2025-12-04 10:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
469,2025-12-06 14:15:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,9,43,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
470,2025-12-08 12:00:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
471,2025-12-01 16:45:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
472,2025-12-03 11:15:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
473,2025-12-05 13:50:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
474,2025-12-07 10:20:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,9,43,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
475,2025-12-09 14:40:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
476,2025-12-10 09:30:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
477,2025-12-02 15:00:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,9,43,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
478,2025-12-01 11:15:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
479,2025-12-03 15:30:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
480,2025-12-05 09:45:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
481,2025-12-07 13:20:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,10,44,5,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
482,2025-12-09 16:00:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
483,2025-12-02 14:15:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
484,2025-12-04 11:45:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,12,Meeting Room Reservations,Facility
485,2025-12-06 13:30:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,10,44,5,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
486,2025-12-08 10:00:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,10,44,5,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
487,2025-12-02 10:00:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
488,2025-12-04 14:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
489,2025-12-06 11:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,11,45,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
490,2025-12-08 15:15:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
491,2025-12-10 09:30:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
492,2025-12-01 13:20:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
493,2025-12-03 10:45:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
494,2025-12-05 14:00:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
495,2025-12-07 12:15:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,11,45,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
496,2025-12-09 16:30:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
497,2025-12-04 11:00:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,11,45,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
498,2025-12-01 12:45:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
499,2025-12-03 16:15:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
500,2025-12-05 13:00:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
501,2025-12-07 10:30:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,12,46,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
502,2025-12-09 14:45:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
503,2025-12-02 11:20:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
504,2025-12-04 15:40:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
505,2025-12-06 09:15:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,12,46,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
506,2025-12-08 13:50:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
507,2025-12-10 12:30:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
508,2025-12-03 14:00:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,12,46,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
509,2025-12-02 09:15:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
510,2025-12-04 13:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
511,2025-12-06 15:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,13,47,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
512,2025-12-08 11:00:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
513,2025-12-10 14:20:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
514,2025-12-01 12:15:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
515,2025-12-03 14:45:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
516,2025-12-05 10:00:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
517,2025-12-07 16:30:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,13,47,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
518,2025-12-09 11:15:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
519,2025-12-04 13:40:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,13,47,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
520,2025-12-01 10:45:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
521,2025-12-03 14:00:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
522,2025-12-05 11:30:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
523,2025-12-07 15:15:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,14,48,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
524,2025-12-09 12:45:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
525,2025-12-02 13:30:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
526,2025-12-04 11:00:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
527,2025-12-06 14:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,14,48,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
528,2025-12-08 09:20:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
529,2025-12-10 16:15:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
530,2025-12-03 12:40:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
531,2025-12-05 15:30:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,14,48,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
532,2025-12-07 10:50:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,14,48,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
533,2025-12-02 13:15:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
534,2025-12-04 16:45:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
535,2025-12-06 10:00:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,15,49,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
536,2025-12-08 14:30:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
537,2025-12-10 11:15:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
538,2025-12-01 15:45:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
539,2025-12-03 12:00:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
540,2025-12-05 13:45:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
541,2025-12-07 11:20:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,15,49,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
542,2025-12-09 14:50:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
543,2025-12-04 10:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,15,49,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
544,2025-12-01 09:30:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
545,2025-12-03 13:45:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
546,2025-12-05 16:00:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
547,2025-12-07 12:15:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
548,2025-12-09 15:45:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
549,2025-12-02 10:20:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
550,2025-12-04 14:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
551,2025-12-06 11:50:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
552,2025-12-08 13:15:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
553,2025-12-10 09:40:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
554,2025-12-03 15:20:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
555,2025-12-05 12:00:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,16,50,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
556,2025-12-07 14:45:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,16,50,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
557,2025-12-02 11:00:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
558,2025-12-04 15:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
559,2025-12-06 13:15:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
560,2025-12-08 10:45:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
561,2025-12-10 14:00:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
562,2025-12-01 14:20:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
563,2025-12-03 11:40:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
564,2025-12-05 15:10:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
565,2025-12-07 12:30:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,17,51,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
566,2025-12-09 16:50:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
567,2025-12-04 13:00:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,17,51,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
568,2025-12-01 14:15:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
569,2025-12-03 10:30:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
570,2025-12-05 14:45:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
571,2025-12-07 11:00:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
572,2025-12-09 16:30:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
573,2025-12-02 12:15:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
574,2025-12-04 13:45:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
575,2025-12-06 10:20:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
576,2025-12-08 15:50:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
577,2025-12-10 11:30:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
578,2025-12-03 14:00:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
579,2025-12-05 09:45:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,18,52,3,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
580,2025-12-07 13:20:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,18,52,3,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
581,2025-12-02 12:00:00.000,2025-12-02,20251202,2025,12,December,4,Tuesday,2,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,1,Full Fitness Center Access,Athletic
582,2025-12-04 15:15:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,2,Indoor Pool Access,Athletic
583,2025-12-06 09:45:00.000,2025-12-06,20251206,2025,12,December,4,Saturday,6,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,3,Racquet / Court Access,Athletic
584,2025-12-08 13:30:00.000,2025-12-08,20251208,2025,12,December,4,Monday,1,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,4,Locker Room Access,Athletic
585,2025-12-10 11:45:00.000,2025-12-10,20251210,2025,12,December,4,Wednesday,3,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,5,Spa / Sauna Access,Athletic
586,2025-12-01 13:40:00.000,2025-12-01,20251201,2025,12,December,4,Monday,1,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
587,2025-12-03 16:00:00.000,2025-12-03,20251203,2025,12,December,4,Wednesday,3,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
588,2025-12-05 12:20:00.000,2025-12-05,20251205,2025,12,December,4,Friday,5,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
589,2025-12-07 14:35:00.000,2025-12-07,20251207,2025,12,December,4,Sunday,7,1,0,0,19,53,2,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
590,2025-12-09 10:15:00.000,2025-12-09,20251209,2025,12,December,4,Tuesday,2,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
591,2025-12-04 15:30:00.000,2025-12-04,20251204,2025,12,December,4,Thursday,4,0,0,1,19,53,2,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
592,2026-01-01 09:30:00.000,2026-01-01,20260101,2026,1,January,1,Thursday,4,0,1,0,1,3,5,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
593,2026-01-02 14:15:00.000,2026-01-02,20260102,2026,1,January,1,Friday,5,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
594,2026-01-05 11:45:00.000,2026-01-05,20260105,2026,1,January,1,Monday,1,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
595,2026-01-03 13:20:00.000,2026-01-03,20260103,2026,1,January,1,Saturday,6,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
596,2026-01-06 15:45:00.000,2026-01-06,20260106,2026,1,January,1,Tuesday,2,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
597,2026-01-04 10:15:00.000,2026-01-04,20260104,2026,1,January,1,Sunday,7,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
598,2026-01-07 12:30:00.000,2026-01-07,20260107,2026,1,January,1,Wednesday,3,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,12,Meeting Room Reservations,Facility
599,2026-01-08 14:00:00.000,2026-01-08,20260108,2026,1,January,1,Thursday,4,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,13,Reciprocal Club Privileges,Facility
600,2026-01-09 11:20:00.000,2026-01-09,20260109,2026,1,January,1,Friday,5,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,14,Golf Simulator,Athletic
601,2026-01-12 09:45:00.000,2026-01-12,20260112,2026,1,January,1,Monday,1,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
602,2026-01-15 13:30:00.000,2026-01-15,20260115,2026,1,January,1,Thursday,4,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
603,2026-01-18 10:50:00.000,2026-01-18,20260118,2026,1,January,1,Sunday,7,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
604,2026-01-22 15:15:00.000,2026-01-22,20260122,2026,1,January,1,Thursday,4,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
605,2026-01-25 12:40:00.000,2026-01-25,20260125,2026,1,January,1,Sunday,7,1,0,0,1,3,5,1,0,2026-02-27,2027-02-27,10,Overnight Guest Rooms,Facility
606,2026-01-28 14:20:00.000,2026-01-28,20260128,2026,1,January,1,Wednesday,3,0,0,1,1,3,5,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
607,2026-01-01 10:00:00.000,2026-01-01,20260101,2026,1,January,1,Thursday,4,0,1,0,2,5,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
608,2026-01-03 16:20:00.000,2026-01-03,20260103,2026,1,January,1,Saturday,6,1,0,0,2,5,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
609,2026-01-02 13:30:00.000,2026-01-02,20260102,2026,1,January,1,Friday,5,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,8,Private Event Access,Social
610,2026-01-04 09:15:00.000,2026-01-04,20260104,2026,1,January,1,Sunday,7,1,0,0,2,5,6,1,0,2026-02-27,2027-02-27,9,Member Networking Events,Social
611,2026-01-06 15:45:00.000,2026-01-06,20260106,2026,1,January,1,Tuesday,2,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,11,Valet & Parking Access,Facility
612,2026-01-10 11:25:00.000,2026-01-10,20260110,2026,1,January,1,Saturday,6,1,0,0,2,5,6,1,0,2026-02-27,2027-02-27,6,Main Dining Room Access,Dining
613,2026-01-14 14:50:00.000,2026-01-14,20260114,2026,1,January,1,Wednesday,3,0,0,1,2,5,6,1,0,2026-02-27,2027-02-27,7,Bar & Lounge Access,Dining
